SV_nondonor1,SV_nondonor2,SV_nondonor3,SV_nondonor4,SV_nondonor5,SV_nondonor6,SV_nondonor7,SV_nondonor8,SV_nondonor9,SV_nondonor10,SV_nondonor11,SV_nondonor12,SV_nondonor13,SV_nondonor14,SV_nondonor15,SV_nondonor16,SV_nondonor17,SV_nondonor18,SV_nondonor19,SV_nondonor20,SV_nondonor21,SV_nondonor22,SV_nondonor23,SV_nondonor24,SV_nondonor25,SV_nondonor26,SV_nondonor27,SV_nondonor28,SV_nondonor29,SV_nondonor30,SV_nondonor31,SV_nondonor32,SV_nondonor33,SV_nondonor34,SV_nondonor35,SV_nondonor36,SV_nondonor37,SV_nondonor38,SV_nondonor39,SV_nondonor40,SV_nondonor41,SV_nondonor42,SV_nondonor43,SV_nondonor44,SV_nondonor45,SV_nondonor46,SV_nondonor47,SV_nondonor48,SV_nondonor49,SV_nondonor50,SV_nondonor51,SV_nondonor52,SV_nondonor53,SV_nondonor54,SV_nondonor55,SV_nondonor56,SV_nondonor57,SV_nondonor58
1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-20,0,0,0,30,0,0
